questionLogID,questionID,difficulty,createdAt
"X'BDB96C593CD24D3599274819F7C03EC2'","X'DD23396202154AE2B04EBBAC1634DE64'",0.40,2024-04-08 12:09:08
"X'BDC42E4FED3942AFB04FC87DDE1216F7'","X'D1BCDC2E876A4118B74751B995A590BB'",0.61,2024-04-05 16:39:32
"X'BDC5E43BB8C7447FABCC492FF5C359E0'","X'278A89C47DFE48DA830117E1AF601A2A'",0.31,2024-04-07 15:20:53
"X'BDCED5F95D074E31B9F41F48514FAE98'","X'0E4A0ABBE6A8439C83DE0B73FEDAE739'",0.63,2024-04-07 19:37:19
"X'BDDF74482EDF423DB6AAA774951582F2'","X'630F3B440D724E6F85DD5A6E088138BB'",0.51,2024-04-05 13:17:55
"X'BDEFF2CE919C49DFBE01657C6D6B2393'","X'7468F3E06A98489F8AEC43665E66547A'",0.88,2024-04-08 16:35:20
"X'BDF021D988C14F468E3165A3976ABE8D'","X'9C1F989FF6504B1483F34CF09715A510'",0.64,2024-04-07 16:44:47
"X'BE033BEAD8E24DB8AE364370C5FB8E79'","X'733F93A03B884D39B3715C2E5C73017C'",0.80,2024-04-05 13:32:39
"X'BE1332BDA33641E7B04143FAE5ACEC7C'","X'703B12FF2EF54D07AC891E31FA53B692'",0.43,2024-04-08 11:50:11
"X'BE13B5DB9C454FBB9DF7B0506D19C579'","X'8FE1C91E67D4480496EFC061523B37A8'",0.70,2024-04-03 14:13:14
"X'BE1BB72C61F84A7DB82B88FA8133DA3F'","X'C20717071ED94868AA0F9788070EA0CA'",0.30,2024-04-06 17:32:37
"X'BE3D58A58C6344BBBE9A9DA44127156E'","X'3AEA03F9720E49898B35E6484DE1B057'",0.96,2024-04-07 14:22:43
"X'BE48E8283F0F4EAAB37B277DF0F6C408'","X'54200E6DF2AC4224B29F0D6E1E1AE49C'",0.71,2024-04-08 11:51:44
"X'BE5ACDC6428D422389CA622B193CB6F9'","X'6D664363ED7E45E5A0636897B0E163CC'",1.06,2024-04-08 19:02:41
"X'BE5B008788014539A7F689C194C57675'","X'BC9212810435424E9CCE873D5DABB4E2'",2.85,2024-04-08 17:43:48
"X'BE5D482E84C64B9F90FD8F3291F9137D'","X'AF04ECE2B11847539AA039D04369E1C5'",0.50,2024-04-03 12:41:47
"X'BE5D71CEEC554499874AD1A703CF5871'","X'2432E5E95D684112831AB42D1CD96A5A'",0.76,2024-04-07 18:14:03
"X'BE699CE8ADD64E98AC0ECB7B8940E5D2'","X'2ADDC19B052949E1A2004E373C1AFFEA'",1.13,2024-04-08 16:42:29
"X'BE7693905F0B4EC2AC4F772F80C58B94'","X'6C8D20C9B2684303A0F853D2FB9B9D3B'",0.90,2024-04-05 16:12:41
"X'BE78B8F2C5AC4E869D5ACE1088C9DEE7'","X'35727DFC4B67449CA88D06B4320CA2D9'",0.90,2024-04-08 20:12:24
"X'BE8607DD1CF8444AB4D6B8B511C654CD'","X'E1DE90E185944E36B4D17117699246F8'",0.30,2024-04-06 19:28:16
"X'BE898574C3244A5189DC41FEF7B42396'","X'CF516B1FC9BF4D37A5E60C4A012A4AA3'",0.15,2024-04-03 13:34:50
"X'BE8AF607B315409DA8268B91EB5F706C'","X'9DACA0DFD5D6422BBC4E027D0F0AE0AA'",0.60,2024-04-06 18:36:08
"X'BE8FD9D0E8624D74A3834C06FAEE18D6'","X'3E654A82A2E04785AC4212C17FF937FC'",0.92,2024-04-03 13:32:02
"X'BE940964958247D1AE62C6017B99C218'","X'0370CB7C80974DD8BE88918D1DD06D24'",0.71,2024-04-07 16:08:04
"X'BE9BA071797143878EF83998A0CF8665'","X'DF30224D2DCF4E3495E72398C74A2E78'",0.60,2024-04-07 10:58:54
"X'BE9D85B27F0D421FA61781078167CE49'","X'C13F83A846794B2189ED761069706B9F'",2.96,2024-04-07 14:59:17
"X'BEA9FC6336E14ABBBE48ACBFEBBFA32B'","X'5B58D4905C1344C68E0E52BBE288FC5B'",0.58,2024-04-01 13:52:32
"X'BEB0FFEAF53A4C9AA367612B44D5432F'","X'25A3E677735D473EA83633D9A89635CE'",1.14,2024-04-05 12:47:04
"X'BEB2DFF52AD246B89C457FB55619321F'","X'7B6695FF0A7F41838B862F9169DEAA14'",0.70,2024-04-07 15:19:48
"X'BEBC35B0D45C4635A067523373E04447'","X'7E3BEB74DA1042DCA4EC84249D901E78'",2.41,2024-04-09 07:12:02
"X'BEC8C18EBD3F41D7A1CB976BC34B3ADF'","X'5E77E4B272004B5DB9045FBBBD55A085'",2.45,2024-04-09 08:04:04
"X'BEC9A0DBD95C40738A3C67500C242FA7'","X'D7B26782A38E4DEB81DE630B0CE038D5'",0.94,2024-04-07 14:59:48
"X'BEE044AAA0394342813BE2CE2F2C109E'","X'870F370A3ECA4C9A8C89F265A9DBF841'",0.40,2024-04-07 13:03:39
"X'BEE72BF2CDF5424C8FE635C8395A1A15'","X'DD3078B7D49D496B92877C7C58138FD0'",4.23,2024-04-08 20:44:48
"X'BF0770BB686B4931A80CCD19493A4828'","X'DD3078B7D49D496B92877C7C58138FD0'",1.06,2024-04-08 19:04:14
"X'BF17BA9BE7EE48F48D2E7628FF23CDC1'","X'3E6F657D3142439A943B60798C23EAE0'",0.70,2024-04-07 11:27:52
"X'BF17D3870F6A4F95939D1EC9587DCABD'","X'ADDA6E0C7346437BB517E5F046DB70A0'",0.50,2024-04-02 00:36:33
"X'BF1905F23AB640B89BCDA83DFBBA4B34'","X'56BEC618350943F89372C9EB6BB5C136'",0.30,2024-04-06 18:34:19
"X'BF1B96E9456B41B88BE9BA3A39C348CD'","X'AF71DEE183974B2EB92A219A64511029'",0.81,2024-04-04 13:25:25
"X'BF203014952549CB8609A1DB7C8A1744'","X'8FBC7E6C19B64AB284A16300A457BC42'",0.90,2024-04-08 10:15:36
"X'BF288FE6BD4F4996829A4BB164F8AE45'","X'E0B362ABE277423DBDFE132F4AE5DFEC'",0.60,2024-04-06 17:32:40
"X'BF2BE3D7078F4877A213F9F919CE5785'","X'B5247041D964428A8FB267B90C81A2BE'",1.45,2024-04-08 20:42:57
"X'BF30CEFADFDC4FF6A59D97262F86F565'","X'30587DBB5D314C7BA65859B8B52098B5'",1.27,2024-04-07 18:13:04
"X'BF34962A3421457FB5B95658D385A50D'","X'3AEA03F9720E49898B35E6484DE1B057'",0.73,2024-04-07 13:06:28
"X'BF3AE3B03E544AF3B3D54D4C55B1319B'","X'37BBBDEE3E3F4287ABF192114C2CE457'",0.91,2024-04-06 19:26:15
"X'BF3CD6BB373F454E8EC815544B5D457E'","X'E508CBDE658D4D72928D6AE29528EE9F'",0.30,2024-04-08 20:00:42
"X'BF4AAC66AB7247B19D64E877DA5BBB65'","X'DAB0E556FFE34063B3052B87910FC7A7'",0.77,2024-04-01 21:17:16
"X'BF530662FD8845ACA90A65CBFE571E3F'","X'E0A7EA0F511F4BDCA4D42C5ACB3C140D'",1.18,2024-04-08 16:59:14
"X'BF5D62ECD7504A7CAF123AEDABA6558A'","X'5AA7A18D16734B4FA595C200FF486302'",0.50,2024-04-06 18:56:51
"X'BF5F74898BE74BE790E14FBC87C00092'","X'920CDF465A334AB9B38C7C6D16E81115'",0.70,2024-04-05 14:14:41
"X'BF65121124EB44A7A51E372E5D494F25'","X'6EFF81AE838D46BA9F97D2C40037C324'",0.30,2024-04-07 21:33:44
"X'BF6FDAAB8E2C4C6A9C1E43CE356F403D'","X'4B44BE1960BE4A2DB9AD6F31984634B5'",0.40,2024-04-06 18:43:17
"X'BF6FECEA0D4A46269D3EA505A967FAAB'","X'E526C897DF5D4D1BBC2F8BA741301E45'",0.71,2024-04-07 10:53:17
"X'BF8C5EB48D6C4927B14B4678B1A649E0'","X'FB3BC40267964D8F9D7B9D1E21A52580'",0.20,2024-04-07 15:12:07
"X'BF927513FD544F33BCB83E6E65057B63'","X'5885F483BC4B44F19FF70DC34109B6FC'",1.70,2024-04-07 18:25:05
"X'BF9ABC08E84E45E99C3C3E5C280813CE'","X'AF04ECE2B11847539AA039D04369E1C5'",0.79,2024-04-05 11:38:15
"X'BF9AD6BBBC284DCAA1B368D71F08EAE9'","X'33E48E402EF0489D87F89B5AE44AB10A'",0.60,2024-04-03 13:02:28
"X'BFAC0CED21974997B39FC0D43E21BDF2'","X'E526C897DF5D4D1BBC2F8BA741301E45'",3.77,2024-04-08 22:54:42
"X'BFB53F2AD9864F63B2218319D4815092'","X'E0A7EA0F511F4BDCA4D42C5ACB3C140D'",0.50,2024-04-03 14:57:59
"X'BFC2CE0593034E5B83D676A33AF84A97'","X'20955D041CC540E3B78B0A044C7E5833'",0.17,2024-04-08 18:59:12
"X'BFC30EA0FA9B4A50A2A8E7DB82F2149C'","X'EDF135A611A1491C94BCB7B33107EBD8'",0.90,2024-04-07 21:46:16
"X'BFDFD391070E45BCA739C41F8D82C763'","X'ADDA6E0C7346437BB517E5F046DB70A0'",0.50,2024-04-05 17:55:43
"X'BFE8F28F52494CC68F8BD8103CEDBFEE'","X'E04D634E5F2F473A9FDEFA6C032F6013'",2.90,2024-04-08 16:54:06
"X'C0029F07B3334971A3D166DEFBFE1060'","X'3E6F657D3142439A943B60798C23EAE0'",0.70,2024-04-06 18:34:17
"X'C0033CA3697C438DA8A70B53CE1D37DE'","X'7B6695FF0A7F41838B862F9169DEAA14'",0.73,2024-04-07 18:58:26
"X'C0088C8F0D1F4A0EB1CF71125BC45AB7'","X'E37634A6076F46EE977757311ACE804D'",0.30,2024-04-07 16:53:49
"X'C01B31A4C76545029244C1E392ABA7D1'","X'A719DA482B97463094299CF2209C8B62'",0.25,2024-04-03 13:36:06
"X'C02997BF5BDB43A38A0CC899C1961A33'","X'77B59222543E4789A8EF2E3B8DC98721'",0.72,2024-04-05 12:49:58
"X'C02A4FE5CD8548D8A6EA17A9EA28A7D2'","X'CFFFF026F1314FB9AB87DBB21FF74A7B'",1.33,2024-04-08 16:50:05
"X'C0433E1959BA4B1B9603E181BE3329FB'","X'9183217E893D484FB15513F7F5CD65AF'",0.70,2024-04-07 15:18:26
"X'C047EAAE1E5D4441BD2F3E0238033762'","X'D400C32F81A644ABB8D7EFC903305B9C'",0.80,2024-04-03 13:48:04
"X'C05B8F2183C948ABAFD6B631FA575B45'","X'539A8B45D72748CCBD52D638FBD74EB9'",0.60,2024-04-02 00:36:25
"X'C063FADBF9004D3CA29EC4BE2F0C3E3A'","X'C94DD576BE6A470ABB5495DE3C0A28FA'",1.18,2024-04-08 10:13:41
"X'C076A939B3B544EC84E860A386075A2E'","X'A2337A1C4F344BA5BB3EBA1F6FD61269'",0.70,2024-04-07 14:51:03
"X'C077FBC3778E46A1849B9366CA6D47C7'","X'EA96D3AA1D68460490E492EA078A0FD3'",3.39,2024-04-09 08:44:35
"X'C0866BD7D4CF4A3CB95F463D7D08A45C'","X'BC90C963119D4CF4BE76A58F9201F70A'",0.28,2024-04-08 23:04:57
"X'C08976C50537498E9F00ED681F8EFB3B'","X'A843DF2894194A018AB43A531B9D920B'",1.88,2024-04-08 10:12:09
"X'C0968C27EB7647E79395185E4557BC8D'","X'EB613F09CC3244CC853AB001BFC8A04D'",2.44,2024-04-08 17:00:15
"X'C09E5F4177A749E0878AFCAAA34F62B4'","X'2D0A90A2C3524D239E881577D0A961E5'",0.33,2024-04-08 04:43:01
"X'C0AB6C8A048E4E74BA2638563CFDC152'","X'7BF96BFCE94E464C9E9EF9256FAF9593'",0.70,2024-04-02 00:36:37
"X'C0AD4E796A9B4A4585DCE7792545B38F'","X'2E90BA719889409596FFD702E7670873'",0.41,2024-04-07 21:37:57
"X'C0D2B9FD8B4E4715A5721550ECED8983'","X'5B87EB6D950B44E8B4E9E4C622ACEFDA'",0.71,2024-04-05 16:14:14
"X'C0D62B12E49C4F44A51E055AEC301B61'","X'B40B9926B88540258A1C6DFE354BAFA0'",0.70,2024-04-04 16:02:01
"X'C0D6DCD265BF4ED080F8D0BF9064756B'","X'FB55FAE78ACC47FAA71C17B55F4D5A53'",0.99,2024-04-07 13:09:20
"X'C0DF2952938E4FA1BDD61989C3E95936'","X'4FD8784360D147DE9296A26FA6592B04'",0.50,2024-04-07 13:12:11
"X'C0FE5A3EB8404D5AA3B2EFE67A7F2C22'","X'8C34306151E44BEAB203B2B3CCA8459D'",1.18,2024-04-08 17:21:12
"X'C105FD7656E74F82B9A705A3DFD0E39E'","X'1DDB42EA55764BCC892351348F1F4184'",1.00,2024-04-05 11:00:55
"X'C106D750BF22402ABF64DE8EB000ECF8'","X'4F4903C02F3E4741923AF4C67E32422C'",0.92,2024-04-02 10:00:51
"X'C10B5D0C6D2A48AE91EEF5FB54FA1E62'","X'C1DC386B2C6C4677A1D5A7C8393A1E19'",1.01,2024-04-08 21:48:05
"X'C110693BB53E436787E428048DA0516E'","X'EDBDE11B4ED84CBE8C01F8376F946BF2'",0.43,2024-04-03 19:20:40
"X'C1288DA14FE942C0BE4426B60C937EB2'","X'D92B20A47C9449549F6527C0F44D891C'",3.60,2024-04-09 08:45:52
"X'C12B2BDB7A3946CA82515C60B41D5C34'","X'249B8BBA562A4040814B5C4E5DAA56C1'",1.18,2024-04-07 22:28:48
"X'C132671600004215B81E5074EAE49C75'","X'76FD6694CFC047609643E2593165CC7C'",0.60,2024-04-07 11:17:36
"X'C1359AAEB53749A0A5DD642816118E1D'","X'4A88D19B54CD42489EAC2EAD4C682F17'",0.37,2024-04-08 20:17:26
"X'C144379B410342E5A33DA60EFA71F270'","X'0262BB736CBB4A9183C125172AA12B5D'",2.24,2024-04-08 23:20:50
"X'C14D7236205F49068C98ED0129A242CA'","X'36FDB9552A3347C29FA7DB0F12D89765'",0.78,2024-04-07 16:28:50
"X'C154467DD2B44ACBB25050DA1579F2B6'","X'B58050829B6E4F189CEE727C4992C66F'",0.70,2024-04-03 15:01:26
"X'C159AD17017B4A358680DCC12963E503'","X'4DEF9449DC7E45709F2B2821388C9FE9'",0.85,2024-04-03 13:43:11
"X'C1688839EBD2467A984A45F972B5B37C'","X'B44D42CFDF2C48F5B5D411BCFD550284'",0.99,2024-04-08 20:42:27
"X'C1724B7CCD7241A38F2D68EBE980BC6E'","X'ED32F6E43CDB47688DBF50002056DE47'",0.30,2024-04-04 18:59:51
"X'C1770A0447C34D5AA2FC94EE3A36C8FE'","X'C247B771166548BD8CA97A44C53AF8B7'",0.60,2024-04-03 20:59:35
"X'C17D18E9F2264F888EFEB4093B39652B'","X'54B86369A44049D3A14505331652794F'",0.92,2024-04-07 19:57:10
"X'C1808C054AEB4512BB25BA869FD9EF54'","X'A9280676F6FF472BAE9905F0FBF4EC94'",1.03,2024-04-08 17:27:01
"X'C18F32159BCF42E3BF91E88BBB908E08'","X'A731E0235AA74D5EBD2C364DEC3D51E7'",0.70,2024-04-07 12:50:30
"X'C19C1D087C5A4702A86DAB1DF8EF72E0'","X'2DEE4BE189114A1391C4B5C11D492135'",1.04,2024-04-08 22:24:09
"X'C1A2859C184F45AD921691A9467C7EBD'","X'6C3995D49B14452DA11EBCCF2C2194B6'",0.21,2024-04-04 12:46:34
"X'C1A4871601874581B94161C1CE10C0D5'","X'76D11A2D357340A3B2DA1034EA64293D'",0.74,2024-04-04 21:57:01
"X'C1A8A41E5DA8446EBAC317B27DE38552'","X'37BBBDEE3E3F4287ABF192114C2CE457'",0.90,2024-04-05 12:37:15
"X'C1B22E2C8F2744F5840957DC120DF090'","X'870F370A3ECA4C9A8C89F265A9DBF841'",2.73,2024-04-07 21:36:52
"X'C1B603EBD6ED4AB28DEA63B3FE8FC961'","X'EB7910BFBE20458A8C6188DA301D72AF'",0.56,2024-04-03 13:22:21
"X'C1D188D03E5F4CFEA03975299EA3B688'","X'0250538401254DEB80D737767C3F2DD4'",0.70,2024-04-06 21:40:05
"X'C1DB60969D7F48E4906C396FB8B7A79F'","X'61D0D5ADD3E440F09BD8141EE8B547A3'",1.16,2024-04-07 23:36:12
"X'C1DEBFEC71254B3AAD505CF4B3B4AF2E'","X'E6D0A9AA9FC4453AA1F8F32586DB1911'",1.78,2024-04-07 23:34:18
"X'C1E8C1720BAC41FDB73814C2784E9405'","X'B59D366BC56643BFAF12623FA6BCAD37'",0.50,2024-04-07 13:29:09
"X'C1F874B6F5804B319790753F69F45615'","X'02B56024C5C84808BD843118A2DF7FCB'",1.51,2024-04-09 07:00:50
"X'C1F936514903419091E428F83184D332'","X'796BBA3255194569B9A854DAA56C40BA'",0.40,2024-04-07 18:45:54
"X'C210B6DE67C84886A660F8089E9FB668'","X'A6031C78679D420786389F6D23BF0B1A'",9.49,2024-04-09 13:02:29
"X'C2143B911FED4C86A77C0F7D79A74831'","X'E9D53199FD1E41B392489C597254086E'",0.93,2024-04-07 13:26:21
"X'C216B853192C4F8F80A16C83C3D24208'","X'A748EC68A7264A898643AE4C92A6C5DE'",0.80,2024-04-03 14:53:04
"X'C21899C8167343C58310080065B0DBF4'","X'15D7FD52D1AB4B0CB988BD7A2B85BBF7'",0.60,2024-04-05 16:42:55
"X'C22CBB1639AC47879F884F87A6149ACD'","X'A521401D83E64AEDB33B86E27DCC5F9F'",0.40,2024-04-07 13:32:35
"X'C22FD46995BD4856A1551DC5B1A733EA'","X'DF35F42954174FB897F4CC6535F11F27'",0.30,2024-04-07 13:32:11
"X'C234573E95EF4FF7ADA580BBD7A34823'","X'5E77E4B272004B5DB9045FBBBD55A085'",0.53,2024-04-07 23:26:04
"X'C23CED6AD4E546CCBC68FD078040862C'","X'E97F86C5ECEB48F9A2C7EB9344663B2E'",0.10,2024-04-08 18:56:53
"X'C2420B4D95D34C36868156EFB95E8A01'","X'EB3AA9BFE78742D2966ABC5858047C39'",0.44,2024-04-08 04:43:50
"X'C24370DEA89B4EB9BDABE74E1E7E391C'","X'50363D74DCED4A9C9E57749E3043440F'",0.50,2024-04-02 00:36:27
"X'C247E3E1BBF34A09848236E9D99A4BF0'","X'4FF7DE68C0B84F0DA4FFFDA4FD3F15CA'",0.61,2024-04-07 17:13:47
"X'C24D3EA373EC4BD9BAF52625F7CAB0EF'","X'A52DC033A5DD47A3AA8F70EF6A770729'",0.50,2024-04-06 17:31:38
"X'C268FAC547AA43E2A0BE87893BE39C7D'","X'B4F1C077A9734B88AF9FD60E03A499C0'",7.81,2024-04-08 21:58:39
"X'C2825E4260F94AC28310BD276898C54A'","X'39EEC1F00D8C4560BAF2A30C771BF148'",1.49,2024-04-07 21:42:28
"X'C2B38612D52E41BC8345410F0F7FD208'","X'D85F61888EEB4894B5EB10960FC84407'",0.70,2024-04-08 20:14:31
"X'C2C03FCF69A04405B05528D85DC02E2E'","X'AA38F4452C7843138893ACCB43B3AB7D'",0.81,2024-04-07 18:26:47
"X'C2C1EAE1BA774BB28BF6262D4F58E2E4'","X'C412AAC477CC4317A8DB120CCEC7209B'",1.03,2024-04-07 15:18:28
"X'C2C7767C682A4408B324044BF61F5C57'","X'96975C13756942929332A5EA569A2568'",0.82,2024-04-07 17:15:16
"X'C2F3A32BCD0948CBB6B89EDAB83352CA'","X'BE0B25A7317245BFB360D31F937F0E81'",3.41,2024-04-07 22:13:31
"X'C2F53894B9A44106A799D6221B9D58BF'","X'98CC2B038E664125B0FF0BAAED648D24'",0.36,2024-04-08 19:16:56
"X'C2FAC1C48C6F4FB0A041AF1897692298'","X'AB20CB99A5B24C55A1A84AC4E5B52252'",0.50,2024-04-07 18:44:26
"X'C2FD7AEA17474EA6B412D18501E70B5A'","X'D7B26782A38E4DEB81DE630B0CE038D5'",1.03,2024-04-07 15:18:04
"X'C33DE10C745A408C824399101DD21905'","X'E3EBFAD6C7874EF19FC37DCC29F95A28'",0.60,2024-04-05 14:10:08
"X'C3405DE51C7141639B856374BD515226'","X'89160B7BA1EE4316BCE8EE79CFF9C8EA'",0.40,2024-04-07 11:40:51
"X'C34741E48F7B45B487AFD1894C79A343'","X'CFFFF026F1314FB9AB87DBB21FF74A7B'",0.60,2024-04-07 16:54:44
"X'C34DD7EC3F3C478086397F27FA36687D'","X'EB079BF6C92D4556968D01D6856D703B'",1.20,2024-04-07 15:19:50
"X'C3513E1B1F7D4228AAF24363B2C6AAA5'","X'7383854891A94BF8BE7299A17A50B213'",0.30,2024-04-07 15:08:59
"X'C35BAA80FB194318BF9A45DF9CDE5208'","X'FBD4FF6BBA54411BB49C827F41FD6D42'",0.40,2024-04-04 01:39:10
"X'C379BF1EF9F645CCA2C850045DC52119'","X'BE0B25A7317245BFB360D31F937F0E81'",0.60,2024-04-04 21:52:53
"X'C3A138E909E341989F47F744D81A65EE'","X'B58050829B6E4F189CEE727C4992C66F'",0.70,2024-04-02 13:49:23
"X'C3A1AE57C60441C4874154BE76EA409F'","X'DEF20D502CDA4C5C881449F7E24DFE4E'",0.91,2024-04-07 14:59:00
"X'C3A6234FF8A34D278517543ADE0A1519'","X'C11082CA619142AB81F48273099588DC'",1.17,2024-04-08 19:40:10
"X'C3A69CB49C874D2BBA51FE49FC8081F1'","X'E97F86C5ECEB48F9A2C7EB9344663B2E'",0.26,2024-04-08 19:48:32
"X'C3C87CE122FC4A0F82DB85A792216A6A'","X'C11082CA619142AB81F48273099588DC'",0.40,2024-04-07 21:01:28
"X'C3D5BCDF415B45939E90EC464B848779'","X'718222992F194E3CA4C8D3E94756FA1B'",0.51,2024-04-05 16:42:37
"X'C3E68E50F1D44B7AA8B9EBF5FB8B7EFA'","X'6A727679554B44618DA3D98AF3DDF571'",0.50,2024-04-07 11:06:01
"X'C3F0093B481A4241944CA76BC63378F1'","X'796BBA3255194569B9A854DAA56C40BA'",0.40,2024-04-07 21:10:34
"X'C405A4A13B0A4D1E95D2B63F678E8C81'","X'8747C41946404CCAB00C3C9FDFC75F13'",4.29,2024-04-08 20:44:17
"X'C413D2C3928C47E7A12F57DCF38B248D'","X'C7106F9B025A4E628A6595633D7F2CC2'",0.55,2024-04-07 17:15:36
"X'C44ECB52C9F341B0AE9EA4F189D03FA9'","X'2C20DD2740E841BDA0E9027C825A9AAC'",0.40,2024-04-07 22:21:27
"X'C45E15F7B1BE4A59B286368CDE250115'","X'EE6B262055964B39832A980BE6D2E0E8'",1.04,2024-04-07 19:26:54
"X'C4742912699B44A89041330D82654E6E'","X'35E3DE9DDDBD447FBA37F38E5ADBDF8E'",1.70,2024-04-08 18:18:47
"X'C478C2C93F65496ABE170EDBBBBBF9B3'","X'2FAF40DD962C4EC1B90DE4B7EC9F1791'",0.98,2024-04-07 14:20:03
"X'C47D38267F944F22A54504018C07882F'","X'E5E998D7F9124D7486D7A170A9732608'",0.40,2024-04-07 16:17:35
"X'C4910FC4BA8B4A14A4AB5CD36467BFC8'","X'4F2ED2B0468042C988ABF8CA49A8A8A5'",4.08,2024-04-08 20:38:26
"X'C49449CF30734F558F347402A77D74C2'","X'195AED44CA5B470FBF12531ABDD2098D'",0.53,2024-04-07 20:35:17
"X'C496BD54CFA547D79E6A7FFC3225799C'","X'96975C13756942929332A5EA569A2568'",0.74,2024-04-07 16:58:51
"X'C49C8764BCB24AF2A516F8BC7ADF2E64'","X'CDE79713CA2D455A88F8A4748B96AB05'",0.56,2024-04-07 23:19:28
"X'C49CBC75628643728C480DF56222C560'","X'547CC192D4BE4BA897A1922ACF5F41D6'",1.17,2024-04-08 17:45:44
"X'C4AF3FF5526849C1AC2BFD294FE8A68B'","X'3E26798A4A664DA8B5F1DA74EA374BBD'",1.10,2024-04-02 18:52:25
"X'C4BD3F66FCD94211A01EF9AD0C65D860'","X'584DD29919AF4519A60C651FCE42F283'",2.24,2024-04-07 14:43:37
"X'C4BE18442EB24CD0961E395A9AADEA91'","X'C743664871F74C03972CBB547CC1D79F'",3.32,2024-04-09 08:45:11
"X'C4BE76E6B4F84F46933B26EF477C8133'","X'84695FB1EECB4FFAAB9FA437FCCACF04'",0.79,2024-04-05 14:40:18
"X'C4BFFCBC73BB443E9D40B3223E0B39F9'","X'7383854891A94BF8BE7299A17A50B213'",0.30,2024-04-05 21:01:01
"X'C4C20E535BE54B6CB736526ACFEDAFC6'","X'8282AB593B79497B82EAC7F2CF0BC9A7'",0.73,2024-04-07 21:31:30
"X'C4C718751D6D4DA79821316EA6779D72'","X'C94DD576BE6A470ABB5495DE3C0A28FA'",0.50,2024-04-04 01:36:40
"X'C4C7911E5EFA463AB90C824F80901A1B'","X'4A336F50C86C4DBF95A5E761DD4F9F18'",0.40,2024-04-06 17:32:40
"X'C4CB271084D249FAAAA13045C9F2888C'","X'3AEA03F9720E49898B35E6484DE1B057'",0.70,2024-04-04 16:07:27
"X'C4EDDFB8FE1D487AB448E4D24EEF953F'","X'403AF5B525B2445F80A82ED70811E224'",0.40,2024-04-04 01:35:45
"X'C4EEE14E91FC4D3AB939E0E71A4DF070'","X'FB00A916676C4C38BC7A55AE0E04AE7E'",0.61,2024-04-05 12:35:59
"X'C4F5494E30C445D0909D14B92B4107CF'","X'93ACD3A8F89244BD906D43D6C3B164A3'",0.80,2024-04-01 23:45:00
"X'C4FD2FBE92F8447E8F59F2C4F719495C'","X'2FE7EF035C7442EF9F7A2D9727E9B846'",0.50,2024-04-08 14:44:03
"X'C504653F961649A79D3BD926B9E94541'","X'A54031C38C4846BFB797EB290D695B56'",0.60,2024-04-07 11:08:22
"X'C505367178024B0399522FA4E8CC56A2'","X'18282A0FF7B04C21B6E3F48EC48471FE'",0.90,2024-04-03 12:52:05
"X'C51357D9AA41460BAA39306E459D5BD2'","X'A6B9D5C88D2E4D5DABF4E3BB42D4FAB0'",0.43,2024-04-07 13:09:54
"X'C513ED3A06EE419FA9B48CF24D590980'","X'335E0C01A8DA441AAC0CD731CEBE3CB0'",0.30,2024-04-06 20:52:50
"X'C521529C1C9947EA980747694CBB1C44'","X'A3251FDD56A04B8CAAC57F2CFE3BD05D'",0.53,2024-04-07 15:19:32
"X'C530FEFE70F34787A2851ECDA27A6AE3'","X'B51854F574154E09AE689A6949FE4A88'",0.59,2024-04-05 16:52:13
"X'C53788F6F1644C2A86363770CE14303C'","X'A521401D83E64AEDB33B86E27DCC5F9F'",0.41,2024-04-07 16:54:04
"X'C5393217143843B0868BEBD852F82D4C'","X'9C1F989FF6504B1483F34CF09715A510'",0.60,2024-04-06 17:44:05
"X'C549102CF8AD4BE18DC3C76C0E15B87C'","X'15DE8BDE346D4D94BDDC14F22AEDA301'",0.21,2024-04-01 12:43:04
"X'C54D3618F05F4701BA238C29316CACBC'","X'F91610BBE3D740C9B5143C6440CF1F9A'",0.30,2024-04-02 18:35:48
"X'C54F656EC8A64D0E941F2BA2C36AFAA4'","X'45983BA70C14454D9FA4D157A70FF34B'",0.93,2024-04-09 08:02:27
"X'C56A98C6A21D4E8E808FD1014016AB75'","X'7F74B24CBF644A6D8783F4AE13AA265E'",0.30,2024-04-06 17:32:36
"X'C56AB3F6D91546E0B7FAA029D1476582'","X'1C12013535CC406A8CE0595E67BD4EEF'",0.30,2024-04-03 12:45:36
"X'C56D1903C84F49EA9551A7A08F651700'","X'996CADB6193C4C21B59F8670FAC998A7'",0.35,2024-04-01 11:03:46
"X'C56EAE14FBB346C89A50BFF23574AF76'","X'0C6D72339A1C4CF5B14A2E48BE49BEAD'",0.50,2024-04-04 01:40:19
"X'C574768A0F4D4C22BA2D127E90EC23BC'","X'9A6217060E3E4B08ABD5D194CF1B9814'",0.40,2024-04-07 18:32:14
"X'C57C801F51F240D5ADEB2CA132F0A885'","X'14C88E3038EB40418EC0D5AD8BCC0E5B'",0.84,2024-04-05 11:44:44
"X'C5850ABD7C8B4AB0B22799468B0BC851'","X'A72909757EC544DFB0ACA4FC2B7E8B81'",0.60,2024-04-08 10:14:31
"X'C5A79C27DA584002950A7FA3A1FCB57A'","X'7E55FD752F144821B3EEDED4A4923F60'",0.80,2024-04-06 19:21:36
"X'C5B1E3BA5180436FB111F3FF80473251'","X'E74698FE62614ABBB3427C4190F09C38'",0.38,2024-04-08 19:39:50
